STN Code,Name of Monitoring Location,Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform,Year
3609,IBBALUR LAKE,LAKE,KARNATAKA,25,28,0.5,6.2,6.6,8,328,1386,3.5,31,0.51,10,330,3300000,3500,24000000,2020
3610,TUBRAHALLI LAKE,LAKE,KARNATAKA,24,30,0.5,10.5,6.8,8.4,1250,2050,6,70,1.2,4.56,4800,2100000,7000,16000000,2020
3611,KAIKONDANAHALLI LAKE,LAKE,KARNATAKA,25,29,3.4,6.5,6.9,8,702,1961,3,20,0.6,9,3300,94000,24000,540000,2020
3612,AGARAM LAKE,LAKE,KARNATAKA,25,28,3.7,6.8,6.8,7.5,814,1103,3.4,15,0.72,8,4800,70000,35000,920000,2020
3613,GOTTIGERE LAKE,LAKE,KARNATAKA,25,25,6.1,6.1,6.5,6.5,1101,1101,4,4,1.9,1.9,17000,17000,92000,92000,2020
3614,PUTTENAHALLI LAKE (S),LAKE,KARNATAKA,25,28,3.8,7.1,6.7,7.9,688,1410,2.7,9,0.65,4.5,330,110000,3500,920000,2020
3615,ARAKERE LAKE,LAKE,KARNATAKA,25,28,2.6,7.2,6.5,7.9,720,1961,3,45,1.2,6.5,790,46000,9200,350000,2020
3616,KALENA AGRAHARA LAKE,LAKE,KARNATAKA,25,29,3.4,7,6.6,7.9,682,1338,3.1,13,0.64,12,340,70000,3500,920000,2020
3617,HULIMAVU LAKE,LAKE,KARNATAKA,25,28,4,7.1,6.5,7.7,370,1343,2.6,11,1,2.4,840,79000,9200,540000,2020
3618,SINGASANDRA LAKE,LAKE,KARNATAKA,25,29,4.1,11.5,6.4,8,378,1472,2.6,20,0.7,3.21,630,120000,5400,920000,2020
3620,PARAPPANA AGRAHARA LAKE,LAKE,KARNATAKA,25,28,1,6.2,6.4,8.1,641,1482,3,24,1.06,3.3,630,130000,5400,920000,2020
3621,HARALAKUNTE LAKE,LAKE,KARNATAKA,25,29,0.3,8.4,6.7,7.9,510,1069,3.4,39,0.71,11,410,3400000,3500,24000000,2020
3624,PUTTENAHALLI LAKE,LAKE,KARNATAKA,25,30,3.8,6.7,5.3,8,575,1100,3,13,0.84,12,460,140000,5400,920000,2020
3625,HEBBAL LAKE,LAKE,KARNATAKA,25,28,2.4,6.5,6,7.7,178,702,2,15,0.4,5.89,1500,1400000,16000,9200000,2020
3627,JAKKUR LAKE,LAKE,KARNATAKA,25,31,2.3,5.8,6.4,9.8,702,1160,7,39,0.9,7.32,630,1200000,5400,9200000,2020
3628,AMRUTHAHALLI LAKE,LAKE,KARNATAKA,25,30,3,6.1,6.4,8.2,266,1184,3,17,0.46,3.77,1700,940000,16000,5400000,2020
3644,MULBHAGAL LAKE,LAKE,KARNATAKA,25,25,5.3,5.3,6.9,6.9,1264,1264,7,7,2.4,2.4,4600,4600,35000,35000,2020
3645,DEVARAYASAMUDRA LAKE,LAKE,KARNATAKA,25,25,6.3,6.3,6.6,6.6,182,182,4,4,0.46,0.46,4100,4100,24000,24000,2020
3646,NARASAPURA LAKE,LAKE,KARNATAKA,23,28,3.4,9,7.4,8.2,685,924,3,8,1.4,5.2,940,12000,5400,92000,2020
3649,BUGUDANAHALLI LAKE,LAKE,KARNATAKA,18,32,4.5,7,6.1,8.3,135,1612,2,8,0.12,3.83,390,1200000,5400,9200000,2020
3654,GOTTIGERE LAKE,LAKE,KARNATAKA,25,33,0.5,6,5.5,7.8,340,2014,6,36,0.86,10,84,40000,920,350000,2020
3679,BHUTANALA LAKE,LAKE,KARNATAKA,24,30,6.1,8.9,8.1,8.8,386,1200,1.1,9.9,0.61,3.96,500,920,900,1600,2020
3680,KILLA LAKE,LAKE,KARNATAKA,22,26,6.3,8.9,7.7,8.8,316,456,1,4.7,0.52,3.76,350,920,900,1600,2020
3685,NAVALOORU LAKE,LAKE,KARNATAKA,24,26,6.5,7.1,7.4,8.3,525,790,3.3,4.3,0.69,0.99,9,120,120,788,2020
4094,"GANGONDANA HALLI LAKE, 
BENGALURU NORTH",LAKE,KARNATAKA,24,36,0.2,6.9,5.7,7.2,243,2887,4,258,0.87,16,3300,1200000,24000,9200000,2020
4095,"CHIKKABANVARA LAKE, 
CHIKKABANWARA, 
BENGALURU NORTH",LAKE,KARNATAKA,25,32,0.6,6,6,7.9,419,1954,3.3,36,1.4,11,1700,84000,9200,1600000,2020
4096,"ANDHRAHALLI LAKE, 
ANDHRAHALLI, BENGALURU",LAKE,KARNATAKA,24,36,0.1,6.4,6.5,8.2,306,1572,4,30,0.72,15,940,460000,5400,5400000,2020
4097,"KACHOHALLI LAKE, 
KACHOHALLI, BENGALURU 
NORTH",LAKE,KARNATAKA,24,37,0.5,6.7,6.7,7.5,1204,2278,2,39,1.3,13,490,150000,5400,1600000,2020
4504,SARAKKI LAKE,LAKE,KARNATAKA,24,30,3.5,7,6.6,8.2,329,920,3,9,0.34,14,1100,34000,9200,240000,2020
4505,NELAMANGALA LAKE,LAKE,KARNATAKA,25,30,4,6.5,6.2,9.2,121,2047,3,35,0.33,20.1,700,1700000,5400,9200000,2020
4506,ABBIGERE LAKE,LAKE,KARNATAKA,24,33,0.4,5.9,6.5,7,425,1553,5,11,0.8,14,700,63000,5400,540000,2020
4507,CHELEKERE LAKE,LAKE,KARNATAKA,25,31,3.2,7.4,6.1,8,267,945,2,16,0.48,5.6,480,170000,3500,1600000,2020
4508,SINGAPURA LAKE,LAKE,KARNATAKA,25,31,0.5,6,6.4,8,594,1954,3,30,1.2,13.9,4000,1200000,35000,92000000,2020
4509,NARASIPURA LAKE,LAKE,KARNATAKA,24,31,4,7.2,6,7.9,267,741,2,8,0.68,4,790,2300000,9200,35000000,2020
4510,RACHENAHALLI LAKE,LAKE,KARNATAKA,25,31,2.1,5.7,6.6,9.7,729,1368,4,30,0.77,6,6300,46000,54000,540000,2020
4514,SADRAMANGALA LAKE,LAKE,KARNATAKA,25,28,3.4,6.2,6.1,7.8,577,1405,4,10,0.03,3.4,480,63000,2400,540000,2020
4515,BATTARAHALLI LAKE,LAKE,KARNATAKA,25,28,2.4,6.8,6.6,8.2,757,1164,5,15,0.9,3.08,4600,490000,34000,2400000,2020
4516,KUNDALAHALLI LAKE,LAKE,KARNATAKA,24,26,4.2,6.9,7.1,7.8,882,1405,3,10,0.03,3.3,480,17000,3500,160000,2020
4517,KOWDHENAHALLI LAKE,LAKE,KARNATAKA,25,27,3.2,8.2,6.1,7.1,287,928,3,15,1.2,6.71,4100,150000,54000,1600000,2020
4518,GARUDACHARPALYA LAKE,LAKE,KARNATAKA,25,26,2,6.1,6.4,8.7,470,885,4,15,0.48,10,700,21000,5400,160000,2020
4519,RAMPURA LAKE,LAKE,KARNATAKA,25,26,0.3,3,6.1,7.2,528,1413,6.6,128,0.91,13.3,11000,940000,92000,5400000,2020
4520,CHINNAPANHALLI LAKE,LAKE,KARNATAKA,24,27,0.5,5.2,7,9.2,729,1309,6,37.5,1.5,11,4100,94000,35000,920000,2020
4521,DEVARABEESANAHALLI LAKE,LAKE,KARNATAKA,25,29,2.8,11,6.6,8,680,1228,3.2,14,0.13,3.3,460,63000,3500,540000,2020
4523,NALLURAHALLI LAKE,LAKE,KARNATAKA,29,29,1.4,3,7.2,7.3,1176,1314,10,17,4,14,46000,70000,540000,540000,2020
4524,PATTANDUR AGARAHARA,LAKE,KARNATAKA,24,29,1,5.8,6.7,7.6,445,1415,4,12,0.7,10,4100,330000,24000,3500000,2020
4525,SEETHARAM PALYA LAKE,LAKE,KARNATAKA,24,29,1,4.1,6.7,7.5,1082,2293,9,37,0.19,16,3300,150000,35000,1600000,2020
4529,KASAVANAHALLI LAKE,LAKE,KARNATAKA,25,28,3.6,5.6,6.8,8,738,1330,3,10,1.15,1.9,7900,4800000,54000,35000000,2020
4533,ULLALU LAKE,LAKE,KARNATAKA,23,29,2.4,7.2,6.9,8.2,917,1883,4,9,2.61,47,460,11000,3500,92000,2020
4534,SOMPURA LAKE,LAKE,KARNATAKA,25,32,4.7,7,6.3,7.6,268,871,2,5,0.3,4.47,1200,43000,9200,540000,2020
4535,GUBBALAL KERE,LAKE,KARNATAKA,25,31,0.6,6.5,6.7,7.8,1073,2298,4,32,3,7,460,4800000,3500,35000000,2020
4536,HOSAKEREHALLI LAKE,LAKE,KARNATAKA,20,32,2.4,6.7,6.3,7.9,380,1648,3,16,1.09,4.1,540,700000,9200,5400000,2020
4537,CHINNAKURCHI KERE,LAKE,KARNATAKA,24,32,5,6.9,6.5,8.2,248,593,3,5,0.61,5,1200,70000,9200,350000,2020
4538,MACHOHALLI LAKE,LAKE,KARNATAKA,23,37,1,6.6,6,7.4,607,3008,2,57,1.11,8.11,630,94000,5400,540000,2020
4539,DODDABIDARAKALLU LAKE,LAKE,KARNATAKA,24,35,0.1,7,6.5,7.9,294,2086,3,38,1.39,20,1100,1200000,16000,9200000,2020
4540,KAMMGONDANAHALLI LAKE,LAKE,KARNATAKA,24,32,1,6.1,6.1,8.5,313,1553,3.6,120,2,6.32,790,1100000,5400,9200000,2020
4542,BASAVANAPURA LAKE,LAKE,KARNATAKA,25,28,1.9,9.4,6.8,7.9,600,1254,4,13,0.97,3.4,460,48000,3500,350000,2020
4543,KODI SINGASANDRA LAKE,LAKE,KARNATAKA,25,29,3.8,6.5,6.7,8,337,1104,3.4,18,0.68,13.2,1700,110000,9200,1600000,2020
4544,KOTHUNURU LAKE,LAKE,KARNATAKA,25,28,2.6,12,6.7,7.6,332,1000,4.2,30,0.47,3.3,790,23000,9200,350000,2020
4545,JUNGU KERE,LAKE,KARNATAKA,28,28,3.5,6.2,7.3,7.6,868,1197,4,16,3,9,700,7900,5400,92000,2020
4546,JAKKSANDRA LAKE,LAKE,KARNATAKA,25,28,1,6.3,6.8,7.5,625,1236,4,10,0.67,13,1200,14000,9200,92000,2020
4547,SWARANA KUNTE,LAKE,KARNATAKA,25,28,4.1,6,7,7.8,660,1066,4,8,0.78,3,940,140000,5400,1600000,2020
3559,HULLIGE TANK,TANK,KARNATAKA,20,28,6.8,7.2,7.1,8.7,260,418,3,6,0.1,0.3,350,1100,1600,3500,2020
3560,MAVENAKERE TANK,TANK,KARNATAKA,24,30,3.8,8.6,8.6,9.4,810,3142,16,39,0.1,1.25,6300,28000,22000,92000,2020
3561,HUNDIKERE (KOPPAL) TANK,TANK,KARNATAKA,20,28,6.8,7.2,7.5,9.1,278,521,4,6,0.1,0.3,580,1100,2100,3500,2020
3565,PILIKULA TANK,TANK,KARNATAKA,27,32,5.3,7.6,6.6,7.4,128,166,2,3,0.08,2.49,2,1600,7,1600,2020
3588,KARANJIKERE TANK,TANK,KARNATAKA,21,26,4.5,6.7,7.2,8.4,552,868,3,7.2,1.5,5,780,1300,4300,6300,2020
3589,MADIWALA TANK,TANK,KARNATAKA,25,28,4.5,6.9,6.5,7.6,487,1661,3,9,0.83,3.8,940,940000,5400,9200000,2020
3590,LALBAGH TANK,TANK,KARNATAKA,24,30,4,8.2,6.9,8.2,399,592,4,9,0.12,3.31,230,14000,3500,160000,2020
3594,SANKEY TANK,TANK,KARNATAKA,25,27,3.6,7.6,6.5,8.6,357,570,3,8,0.18,4.59,230,70000,3500,540000,2020
3595,BYRASANDRA TANK,TANK,KARNATAKA,25,28,0.5,6.3,6,8.3,426,1469,4,41,0.58,4,4600,210000,54000,1600000,2020
3596,NAYANDANAHALLI TANK,TANK,KARNATAKA,22,28,4,6.8,5.6,6.6,187,415,3,6,0.41,2.89,700,150000,5400,1600000,2020
3597,HESARAGHATTA TANK,TANK,KARNATAKA,24,34,0.9,6.7,6.3,7.7,76,1852,2,31,0.82,4.5,790,170000,9200,1600000,2020
3598,HEROHALLI TANK,TANK,KARNATAKA,23,36,2.5,12,6.7,8.7,124,1228,4,29,1.15,4.7,700,1200000,5400,9200000,2020
3599,MADAVARA TANK,TANK,KARNATAKA,23,35,3,6.2,6.2,8.5,525,1594,4,20,1,5.9,79,48000,9200,350000,2020
3600,SHIVAPURA TANK,TANK,KARNATAKA,22,30,0.5,8.4,6.5,8.2,1114,3780,6,46,2.42,16,1100,1500000,9200,16000000,2020
3603,VENGAIHNAKERE,TANK,KARNATAKA,25,33,0.5,6.5,6.6,7.5,277,1791,4,50,1.66,12.2,840,480000,9200,5400000,2020
3604,DODDANAKUNDI TANK,TANK,KARNATAKA,25,25,4.6,5.3,6.2,6.9,714,791,5,8,1.1,3.61,6300,17000,54000,92000,2020
3605,YELLAMALLAPPA TANK,TANK,KARNATAKA,25,28,0.5,5.8,6.3,7.7,637,1988,4,51,1.4,29,790,94000,16000,920000,2020
3606,DASARAHALLI TANK,TANK,KARNATAKA,24,33,0.6,13.5,6.4,7.6,243,1354,3,13,0.73,13,700,48000,5400,350000,2020
3607,KALKERE TANK,TANK,KARNATAKA,25,28,0.5,8.6,6,8.2,525,1973,4,40,0.83,7.4,4600,1400000,35000,9200000,2020
3619,BEGUR TANK,TANK,KARNATAKA,25,28,2,6.2,6.5,7.9,726,1478,3,29,0.6,8.73,400,120000,3500,920000,2020
3623,ANEKAL DODDAKERE TANK,TANK,KARNATAKA,25,30,3.3,8.2,6.5,8.3,351,2770,2,22,1.1,7.46,460,140000,3500,920000,2020
3626,NAGAVARA TANK,TANK,KARNATAKA,25,32,2.1,8.5,6.4,7.9,267,1185,3,21,0.8,5.8,120,46000000,920,350000000,2020
3629,ALLASANDRA TANK,TANK,KARNATAKA,25,30,3,7.5,7,9,474,1445,4,13,1,3.3,4600,3300000,35000,24000000,2020
3630,YELAHANKA TANK,TANK,KARNATAKA,25,31,0.5,7.8,5.9,9.7,428,1443,2,35,1.22,6.9,3300,110000,35000,1600000,2020
3632,VEERAPURA TANK,TANK,KARNATAKA,24,26,0.5,6.1,6.3,7.8,262,2880,4,77,0.9,5.74,630,940000,5400,5400000,2020
3633,SUBRAMANYAPURA TANK,TANK,KARNATAKA,25,34,3.8,7,6.4,7.9,920,1853,4,28,1.4,7.72,580,58000,9200,920000,2020
3634,DEVARAKERE TANK,TANK,KARNATAKA,24,35,3.5,6.8,6.5,7.7,261,1936,2.6,9,0.61,2.18,460,130000,5400,920000,2020
3635,MALATHAHALLI TANK,TANK,KARNATAKA,20,29,0.3,5.2,6.6,7.9,912,1570,5,95,2.1,11,6300,15000000,54000,160000000,2020
3636,BANDEMATTA TANK,TANK,KARNATAKA,24,29,0.5,6.1,6.5,8,670,1276,4,15,2,11.7,4300,15000,35000,160000,2020
3637,BYRAMANGALA TANK,TANK,KARNATAKA,25,26,0.9,6.5,6.5,7.6,850,1330,4,28,0.32,5.4,1400,140000,9200,1600000,2020
3638,ANNAYAPPA TANK,TANK,KARNATAKA,24,31,4.3,6.7,6.5,8,225,400,3,8,0.02,3.1,480,11000,3500,92000,2020
3639,KENGERI TANK,TANK,KARNATAKA,24,30,2.8,6.8,6.5,7.6,314,1822,3.2,13,0.65,6.81,4600,94000,35000,920000,2020
3640,UTTARAHALLI DORAIKERE,TANK,KARNATAKA,25,35,2.5,5.8,6.7,9,165,681,5,59,0.5,5.78,2300,940000,35000,5400000,2020
3641,DHOREKERE TANK,TANK,KARNATAKA,24,35,0.5,7.5,6.5,8.1,402,990,4,83,0.19,6,940,460000,9200,3500000,2020
3642,JIGANI TNAK,TANK,KARNATAKA,25,27,3.6,8.5,6.3,8.2,393,1378,3,18,1,5.9,460,170000,5400,1600000,2020
3643,BEENNIGANAHALLI TANK,TANK,KARNATAKA,24,27,0.8,8.3,6.6,8.2,302,865,3,16,1,2.5,1200,46000,9200,540000,2020
3648,MYDALA TANK,TANK,KARNATAKA,25,32,3.2,7.6,6.6,8,133,415,2,12,0.29,4,460,11000,5400,92000,2020
3650,MELEKOTE TANK,TANK,KARNATAKA,20,32,1,6,6.5,7.9,519,1443,4,12,0.49,9,460,940000,5400,5400000,2020
3651,BHEEMSANDRA TANK,TANK,KARNATAKA,19,32,1,6.4,6.8,7.9,926,1719,6.1,19,1,20.5,460,70000,3500,350000,2020
3653,DODDAKERE TANK,TANK,KARNATAKA,24,31,4.5,7.6,6.2,8.2,136,556,2,8,0.32,4.4,63,15000,540,160000,2020
3656,NALLIKATTE KERE TANK,TANK,KARNATAKA,27,27,4.6,4.6,7.7,7.7,510,510,3,3,0.2,0.2,680,680,3900,3900,2020
3657,"KANCHANAHALLI KOPPALU 
KERE",TANK,KARNATAKA,24,28,3.6,5.2,8,8.2,1410,3260,4,8,0.7,1.3,680,930,4300,7900,2020
3659,MAKANA KERE,TANK,KARNATAKA,24,28,2.8,5.1,7.3,7.8,580,1190,3.6,6,0.13,0.68,920,3400,7000,17000,2020
3660,HUNASINA KERE TANK,TANK,KARNATAKA,24,28,4.9,6.5,7.5,7.9,430,530,1.8,3,0.14,0.2,340,780,2400,4900,2020
3661,"KOKKANAGHATTADODDAKERE 
TANK",TANK,KARNATAKA,24,28,4.7,6.8,7.7,8.5,470,1470,3,5,0.32,1.4,320,780,2400,4000,2020
3662,KOUSHIKA KERE,TANK,KARNATAKA,23,28,5.3,6.9,7.7,8,390,450,2,2.4,0.13,0.26,170,260,1100,2200,2020
3663,JOLADAKATTE TANK,TANK,KARNATAKA,23,27,4.8,6.8,7.7,8.1,450,620,2,3,0.14,0.3,270,470,2200,3500,2020
3664,BASAVANAHALLIKERE TANK,TANK,KARNATAKA,24,28,4.5,6.9,7.7,8,390,480,2.2,3,0.2,0.25,320,680,2200,4000,2020
3665,LINGAPPANAKATTE TANK,TANK,KARNATAKA,23,28,5.1,6.3,7.8,8.1,450,640,2.2,3,0.17,0.3,320,780,1600,4000,2020
3666,"GANIGARAHOSAHALLIKERE 
TANK",TANK,KARNATAKA,24,28,4.9,7.4,7.8,8.1,410,480,2,3,0.1,0.2,140,390,920,2800,2020
3667,"SATHENAHALLIDODDAKERE 
TANK",TANK,KARNATAKA,24,28,4.8,6.2,7.8,8.1,500,1100,2,3.8,0.2,1.1,260,700,1700,5400,2020
3668,SOUDRALLI KERE,TANK,KARNATAKA,23,28,5,6.4,7.5,8,440,760,2,3,0.1,0.29,210,490,1700,3500,2020
3669,PEREMINAHALLI KERE,TANK,KARNATAKA,24,27,4.9,6.2,7.6,7.9,400,560,2,3,0.1,0.2,170,490,2100,3500,2020
3670,INORKATTE KERE,TANK,KARNATAKA,24,27,4.2,7,7.5,7.8,340,460,1.8,3,0.13,0.25,320,490,1700,2800,2020
3671,"HANUMANTHAPURAKATTE 
TANK",TANK,KARNATAKA,24,28,5.2,7.1,7.5,7.7,380,460,2,3,0.17,0.24,210,400,1300,2800,2020
3672,SANKALAPURAKERE TANK,TANK,KARNATAKA,25,28,4.8,5.8,7.5,7.9,410,470,2,3,0.18,0.23,170,260,1100,1400,2020
3673,AVALI KERE,TANK,KARNATAKA,24,28,3,4.6,7.6,8.1,1280,1820,4,6,0.8,1.6,610,940,4600,5400,2020
3674,SATHYAMANGALA KERE,TANK,KARNATAKA,24,28,5.2,6.6,7.6,8,340,400,2,2.6,0.1,0.2,120,400,1100,2200,2020
3675,B KATIHALLI KERE,TANK,KARNATAKA,24,28,5.1,7.2,7.5,8,280,420,2,2.8,0.16,0.26,140,220,920,1700,2020
3676,GAVENAHALLIKERE,TANK,KARNATAKA,23,27,4.9,6.6,7.6,8.2,280,360,2,2.6,0.1,0.18,110,270,940,1700,2020
3677,"SHARANABAWESHWARA KERE 
TANK",TANK,KARNATAKA,26,31,6.8,7.4,7.5,8.9,938,2296,4.5,16,0.1,0.86,700,2200,2800,9200,2020
3681,ANGOL MI TANK,TANK,KARNATAKA,21,30,0.3,6.7,6.8,8,394,658,3.4,17.1,0.72,4.15,900,1800,1600,3200,2020
3682,KAKATI POND,TANK,KARNATAKA,21,28,4.9,8.7,8.4,9.4,760,4300,1.5,5.2,0.81,4.96,900,920,1600,1600,2020
3683,HEREKERE TANK,TANK,KARNATAKA,23,26,5.2,5.7,6.9,7.5,806,1597,4.5,8.4,1.17,1.7,70,187,278,698,2020
3684,KELEGERE TANK,TANK,KARNATAKA,23,25,7.1,7.9,7.4,8.3,358,452,3.1,3.9,0.44,0.63,8,177,94,849,2020
3686,NIRASAGARAKERE TANK,TANK,KARNATAKA,24,26,7.2,7.8,7.6,8.3,301,903,2.1,3.7,0.27,0.82,2,39,11,175,2020
3687,NUGGIKERE TANK,TANK,KARNATAKA,24,26,6.8,7.2,7.3,8.2,554,869,3.2,4.2,0.42,0.72,5,96,39,302,2020
3688,SUDANAKERE TANK,TANK,KARNATAKA,23,25,6.8,7.4,7.2,8.3,650,1070,3.2,3.7,0.47,0.75,5,48,109,1161,2020
3689,SOMESHWARAKERE TANK,TANK,KARNATAKA,23,25,6.6,6.9,7.2,8.2,693,1169,3.4,4.2,0.13,1.29,2,58,27,154,2020
3690,UNAKALKERE TANK,TANK,KARNATAKA,24,26,7.1,7.3,7.4,8.3,809,975,3.5,4.3,0.75,1.08,13,253,130,1005,2020
3691,VIMANABHUTHIKERE TANK,TANK,KARNATAKA,26,29,6.7,7.6,7,8.2,110,270,1.8,2.5,0.3,1,240,500,800,900,2020
3692,KUNDUVADAKERE TANK,TANK,KARNATAKA,25,29,4,7.3,7.2,8.2,120,298,2,5,0.3,5.9,600,15000,900,160000,2020
3693,BHATHIKERE TANK,TANK,KARNATAKA,27,29,5.2,7,6.9,8.3,320,1070,3.4,16,0.3,23.2,5000,11000,7000,22000,2020
3694,SHANTHISAGARKERE TANK,TANK,KARNATAKA,26,33,6.8,7.8,7.1,8.2,152,290,2.4,3,0.3,0.9,500,900,1400,2200,2020
3695,KONDAGGIKERE TANK,TANK,KARNATAKA,27,30,4.1,7.9,7,8.3,182,676,2.8,4,0.3,0.7,900,1400,2200,2800,2020
3696,AIANAKERE TANK,TANK,KARNATAKA,25,29,2.2,6.9,8.2,8.5,1020,1390,4.6,102,0.3,4.3,50000,140000,110000,220000,2020
3697,MATTADAKERE TANK,TANK,KARNATAKA,25,31,3.9,7.1,7.1,8.3,530,1080,4.8,32,0.3,35,5000,40000,8000,60000,2020
4092,"MANCHALAPUR TANK, 
MANCHALAPUR, RAICHUR TQ 
& DIST",TANK,KARNATAKA,25,31,6.5,7.4,7.5,9.2,978,2553,9,16,0.1,0.32,2400,11000,9200,43000,2020
4498,"SANAVALLI DAM, MUNGOD",TANK,KARNATAKA,24,26,7.1,7.7,6.7,7.6,128,217,2.3,2.6,0.21,0.72,4,26,14,94,2020
4501,MANCHANABALE DAM,TANK,KARNATAKA,25,26,3.2,7.2,7,8.5,842,1306,4,9,0.29,18.4,400,17000,2400,92000,2020
4502,RAMAMMANA KERE,TANK,KARNATAKA,25,26,0.9,6,7.1,8.6,898,1325,6,16,0.62,18.6,630,15000,5400,160000,2020
4503,MADHURE TANK,TANK,KARNATAKA,24,26,0.1,7.2,6.4,8.5,187,1178,2.3,78,0.5,6.62,4300,7000000,35000,54000000,2020
4512,MANCHANABALE DAM,TANK,KARNATAKA,25,37,0.3,6.1,6.5,7.4,161,1648,4,114,0.76,12,790,1200000,9200,9200000,2020
4513,RAMAMMANA KERE,TANK,KARNATAKA,24,34,0.6,7,6.3,7.6,301,2297,3,13,0.66,11,460,13000,5400,160000,2020
4526,DYAVASANDRA TANK,TANK,KARNATAKA,25,29,2.9,6.1,6.5,7.1,414,685,3.5,11,0.9,3.6,630,17000,5400,92000,2020
4530,KAMMASANDRA TANK,TANK,KARNATAKA,20,25,0.3,5.5,6.8,7.8,637,2414,8,45,2.72,4.74,840,170000,5400,1600000,2020
4531,RAYASANDRA LAKE,TANK,KARNATAKA,20,25,4.1,7,6.7,8.6,757,1775,4,19,0.34,10.47,1500,110000,16000,920000,2020
4532,CHANDAPURA LAKE,TANK,KARNATAKA,21,25,0.5,6.5,6.8,7.9,749,2775,7,39,2.16,13.1,940,110000,5400,1600000,2020
4541,ALUR KERE,TANK,KARNATAKA,25,25,0.5,6.3,6.1,7.6,76,2307,4,12,1,4,1200,6300,9200,54000,2020
1383,"ORUVATHILKOTTA LAKE, 
KERALA",LAKE,KERALA,26,29,0.9,2.6,6.2,7.8,241,475,2.3,10.2,0.01,0.11,200,1000,1300,2400,2020
1385,"SASTHAMCOTTA LAKE, 
KERALA",LAKE,KERALA,20,25,6.8,7.5,6.8,7.9,140,174,1.2,2.7,0.67,0.73,40,100,180,380,2020
1441,"ASHTHAMUDI LAKE AT 
QUILON, KERALA",LAKE,KERALA,20,23,3.6,5.6,6.6,8.1,18200,19220,2.9,4.5,2.2,2.6,100,220,310,540,2020
1574,"PARAVUR, KERALA",LAKE,KERALA,19,24,6.1,6.8,6.9,7.9,13120,14910,1.7,2,1.1,1.7,80,200,310,540,2020
1575,"VEMBANAD LAKE,KOCHI (OIL 
TANKER JETTY), KERALA",LAKE,KERALA,27,30,2.3,6.7,6.6,7.7,320,46270,0.1,3.4,0.07,1.39,480,24000,1100,46000,2020
1576,"PERIYAR LAKE AT THEKKADY, 
KERALA",LAKE,KERALA,21,30,6.7,8.4,6.5,8,33,52,0.1,0.9,0.01,0.05,2,400,2,600,2020
1577,"KODUNGALLOOR, KERALA",LAKE,KERALA,26,31,6,8.2,6.7,7.9,300,36100,0.9,2.7,0.04,0.5,17,1700,49,4300,2020
1578,"KAYAMKULAM, KERALA",LAKE,KERALA,25,31,2.6,5.7,6.8,8,2348,7690,2.7,5.4,0.01,0.32,2,1200,2,2500,2020
1579,"ALAPPUZHA, KERALA",LAKE,KERALA,25,31,3.9,7.9,6.9,7.9,171,1172,1.1,4.8,0.01,0.77,100,1400,400,2400,2020
1580,"POOKOTE, KERALA",LAKE,KERALA,24,30,6.8,8.5,6.9,7.5,24,32,0.1,1.6,0.01,0.1,4,120,14,150,2020
2312,"LAKE VEMBANAD AT 
PATHIRAMANAL (ALAPPUZHA)",LAKE,KERALA,25,31,4.9,7.8,6.8,7.4,180,1351,1.8,3.1,0.01,0.24,2,400,2,700,2020
2318,"PAZHASSI RESERVOIR 
(KANNUR)",LAKE,KERALA,24,30,6.6,8,6.7,7.5,38,74,0.1,1.4,0.01,0.06,40,140,120,540,2020
2328,RSVR AT MALAMPUZHA,LAKE,KERALA,23,28,6.8,7.9,6.7,7.8,91,128,0.1,1.2,0.01,1.47,2,600,2,920,2020
2329,RSVR AT BHOOTHATHANKETU,LAKE,KERALA,24,29,7.6,8.3,6.3,7.4,20,51,0.1,2.1,0.05,0.95,40,2200,58,7000,2020
2330,RSVR AT EDAMALAYAR,LAKE,KERALA,25,29,7.4,8.2,6.7,7.4,16,30,0.1,1.8,0.01,0.12,10,140,17,330,2020
3470,"VELLAYANI LAKE AT 
VANDITHADOM, 
THIRUVANANTHAPURAM",LAKE,KERALA,26,29,1.8,6.9,6,7.2,102,212,1.4,13.2,0.01,0.01,100,400,400,1400,2020
2325,"POND AT (PADMANABHA) 
SREE PADMANABHA SWAMY 
TEMPLE (TVPM)",POND,KERALA,26,29,0.9,4.7,6.8,8.2,265,362,6.6,23.4,0.01,0.01,400,1000,1700,2800,2020
3462,"MANANCHIRA POND AT 
KOZHEKODE",POND,KERALA,23,29,5.7,8,6.5,8.1,51,73,0.1,1,0.01,0.38,31,920,54,1200,2020
1373,"UPPER LAKE AT BHOPAL 
(INTAKE POINT), M.P.",LAKE,"MADHYA 
PRADESH",19,31,6,10.7,7.2,8.9,162,914,0.9,2.5,1.02,3.71,2,360,40,22000,2020
1374,"LOWER LAKE AT BHOPAL 
OUTLET M.P.",LAKE,"MADHYA 
PRADESH",19,31,4.9,8.7,6.9,8.6,347,901,2.9,19,0.32,7.44,39,22000,920,1600000,2020
